City,Place,Ratings,Ideal_Duration,Best_Time_to_Visit,City_Desc,Latitude,Longitude
New York,Grand Palace,4.8,5,Autumn,One of the most famous tourist attractions in the world.,18.172100584179304,104.31116015689383
Tokyo,Burj Khalifa,4.5,3,Spring & Summer,A historic landmark with breathtaking views.,-29.054175946516864,-110.35562874764544
Bangkok,Marina Bay Sands,4.5,3,Spring & Summer,One of the most famous tourist attractions in the world.,-18.655762525289177,-33.38558220753066
Sydney,Colosseum,4.6,7,Autumn,An architectural marvel offering stunning cityscapes.,38.57084978114543,-32.39956806175991
Tokyo,Marina Bay Sands,3.7,6,Winter,A must-visit site known for its cultural significance.,-38.74566244026821,168.05060958483
London,Eiffel Tower,3.8,5,Summer,One of the most famous tourist attractions in the world.,9.762140152215864,55.24440405003563
Dubai,Sydney Opera House,4.2,2,Summer,One of the most famous tourist attractions in the world.,15.44121407358304,-68.2203382997688
Sydney,Marina Bay Sands,3.6,5,Summer,A top-rated destination attracting millions of visitors annually.,43.45175097026703,-76.21100666782101
Singapore,Grand Palace,3.7,1,Autumn,A must-visit site known for its cultural significance.,-78.45752338826436,171.0861363961501
Bangkok,Sydney Opera House,4.9,7,Spring,A historic landmark with breathtaking views.,89.60618674888977,-38.46771714485823
Bangkok,Shibuya Crossing,4.6,4,Winter,A historic landmark with breathtaking views.,87.19414883536189,-34.315055761875215
Rome,Statue of Liberty,5.0,4,Spring,An architectural marvel offering stunning cityscapes.,-57.61385487483887,25.954569936053247
Tokyo,Grand Palace,4.9,2,Year-Round,A historic landmark with breathtaking views.,75.29077477810617,-149.02019715521106
New York,Grand Palace,4.4,3,Year-Round,A top-rated destination attracting millions of visitors annually.,-77.14024667740168,54.087128473192735
Istanbul,Colosseum,5.0,4,Autumn & Winter,A top-rated destination attracting millions of visitors annually.,18.2027297034156,104.33168867356113
New York,Grand Palace,4.2,4,Autumn & Winter,One of the most famous tourist attractions in the world.,10.901138190811793,39.41466817586789
Rome,Colosseum,4.2,6,Autumn & Winter,A historic landmark with breathtaking views.,-49.77793678087571,-128.16382984009905
Rome,Hagia Sophia,4.0,2,Year-Round,An architectural marvel offering stunning cityscapes.,-84.62342240238029,-61.36907389764556
London,Sydney Opera House,4.5,4,Spring & Summer,A must-visit site known for its cultural significance.,82.28320244756367,90.73553605424718
Sydney,Colosseum,4.9,2,Autumn & Winter,A must-visit site known for its cultural significance.,-37.76970947424528,114.73301569001063
Sydney,Burj Khalifa,3.6,5,Spring,One of the most famous tourist attractions in the world.,30.340986387112792,154.81403052867256
Tokyo,Marina Bay Sands,5.0,2,Winter,A must-visit site known for its cultural significance.,60.90285348254372,-167.1394507159588
London,Hagia Sophia,4.7,6,Autumn & Winter,An architectural marvel offering stunning cityscapes.,89.39281370746977,-68.48364148374745
Rome,Colosseum,4.5,3,Winter,One of the most famous tourist attractions in the world.,-5.478145766451007,-91.16969955123416
Rome,Burj Khalifa,4.5,5,Autumn,A top-rated destination attracting millions of visitors annually.,37.32456110762368,-135.01546726972595
Singapore,Grand Palace,4.6,3,Summer,A must-visit site known for its cultural significance.,-58.794402293747034,93.29671782222931
Rome,Big Ben,4.4,3,Summer,A must-visit site known for its cultural significance.,53.30440600989911,-6.286051430784681
Paris,Grand Palace,4.1,1,Autumn,A top-rated destination attracting millions of visitors annually.,-61.579224900269026,-41.09999546644747
Singapore,Shibuya Crossing,4.5,1,Autumn & Winter,A top-rated destination attracting millions of visitors annually.,13.681829150028932,98.40186737214032
Tokyo,Hagia Sophia,3.9,6,Summer,An architectural marvel offering stunning cityscapes.,40.553912286688245,143.0382076676185
New York,Shibuya Crossing,4.4,3,Spring & Summer,An architectural marvel offering stunning cityscapes.,48.23293611175018,-147.96086291919158
Sydney,Burj Khalifa,4.4,1,Spring & Summer,A historic landmark with breathtaking views.,-42.52554735345567,-143.00165641264383
New York,Burj Khalifa,4.1,6,Autumn,A top-rated destination attracting millions of visitors annually.,20.54469495189474,121.49148419179579
Rome,Marina Bay Sands,3.7,5,Year-Round,An architectural marvel offering stunning cityscapes.,13.026992424774662,146.68520455196597
Sydney,Burj Khalifa,4.4,3,Spring & Summer,One of the most famous tourist attractions in the world.,-0.5784233006526591,8.250126987901439
Paris,Grand Palace,3.9,3,Spring & Summer,A must-visit site known for its cultural significance.,-66.94593312086405,-133.65206476979535
Istanbul,Statue of Liberty,4.5,7,Year-Round,A must-visit site known for its cultural significance.,15.878396335619513,-86.23943237935507
Dubai,Colosseum,3.6,3,Year-Round,An architectural marvel offering stunning cityscapes.,-60.58714503746551,-173.41345033087018
Paris,Grand Palace,3.5,5,Spring & Summer,A historic landmark with breathtaking views.,68.68577441094789,85.51278309449202
Rome,Marina Bay Sands,4.0,2,Spring,A top-rated destination attracting millions of visitors annually.,44.48664370861593,-101.89279148096885
London,Hagia Sophia,4.1,6,Autumn & Winter,A top-rated destination attracting millions of visitors annually.,-27.253876860314364,-25.152144355019317
New York,Grand Palace,4.4,2,Summer,One of the most famous tourist attractions in the world.,59.474695700538206,-30.659568182600907
London,Big Ben,4.5,6,Year-Round,An architectural marvel offering stunning cityscapes.,70.10485504800354,-150.04870445335655
New York,Colosseum,3.7,6,Summer,A top-rated destination attracting millions of visitors annually.,50.00278537034603,-137.12318999821917
Dubai,Shibuya Crossing,3.9,3,Spring & Summer,An architectural marvel offering stunning cityscapes.,-56.3464868031558,-103.42876143507547
Paris,Big Ben,4.8,1,Winter,A must-visit site known for its cultural significance.,-75.96091484061904,117.43647486806725
Paris,Statue of Liberty,4.4,2,Autumn,A historic landmark with breathtaking views.,87.34393442489201,164.6872183367983
Istanbul,Burj Khalifa,4.1,3,Spring,A must-visit site known for its cultural significance.,66.5677644350317,-62.8512248692621
Paris,Eiffel Tower,4.5,2,Autumn & Winter,A must-visit site known for its cultural significance.,-67.17928255013588,99.33049760896705
Rome,Marina Bay Sands,4.9,6,Autumn & Winter,A must-visit site known for its cultural significance.,43.21165363936717,-133.4838353110497
Sydney,Shibuya Crossing,4.7,6,Winter,A top-rated destination attracting millions of visitors annually.,-88.61568900298505,28.782089087316365
Paris,Burj Khalifa,4.2,7,Spring,A top-rated destination attracting millions of visitors annually.,39.320648050036056,168.9007847147966
Sydney,Shibuya Crossing,3.8,3,Summer,A historic landmark with breathtaking views.,-17.711849363515498,174.3304857676094
Istanbul,Statue of Liberty,3.9,3,Autumn & Winter,A must-visit site known for its cultural significance.,76.65406177589671,16.81488876186694
Sydney,Big Ben,4.8,7,Year-Round,An architectural marvel offering stunning cityscapes.,9.81881670446053,117.10070767348594
Rome,Eiffel Tower,4.8,3,Autumn,A top-rated destination attracting millions of visitors annually.,29.78902866905362,-39.147046679628914
Bangkok,Eiffel Tower,4.0,2,Year-Round,A must-visit site known for its cultural significance.,-16.020048337546584,-104.57398353214982
Singapore,Hagia Sophia,4.4,2,Autumn & Winter,A historic landmark with breathtaking views.,82.2324574723599,-151.2714594954332
Paris,Colosseum,4.0,4,Autumn,A historic landmark with breathtaking views.,-16.749718783041402,-41.273577167753956
Singapore,Burj Khalifa,3.8,2,Autumn & Winter,One of the most famous tourist attractions in the world.,80.50754406020891,-83.6275733040401
Sydney,Hagia Sophia,4.7,7,Spring & Summer,One of the most famous tourist attractions in the world.,56.60218780340031,-161.056328568816
Tokyo,Statue of Liberty,3.7,2,Spring,An architectural marvel offering stunning cityscapes.,44.613778779040445,-66.33529185452414
Sydney,Sydney Opera House,4.8,2,Autumn,A historic landmark with breathtaking views.,56.12755873065669,71.65772006670156
Paris,Burj Khalifa,4.7,7,Winter,A historic landmark with breathtaking views.,85.71957590025107,-115.73402258275854
Bangkok,Grand Palace,4.5,1,Summer,A must-visit site known for its cultural significance.,-84.96626074967043,57.155047362337825
Rome,Eiffel Tower,4.8,7,Spring,One of the most famous tourist attractions in the world.,-46.40230097482236,-61.25291251893829
Sydney,Grand Palace,3.9,4,Autumn & Winter,One of the most famous tourist attractions in the world.,41.22274603135466,-177.39145858407755
Singapore,Marina Bay Sands,4.3,4,Spring,A top-rated destination attracting millions of visitors annually.,37.92292638732731,-118.12736088638175
Istanbul,Colosseum,3.7,1,Summer,An architectural marvel offering stunning cityscapes.,68.2863714355974,-161.61465187454888
Rome,Big Ben,3.6,1,Spring,An architectural marvel offering stunning cityscapes.,-88.0168309507963,90.01527664680668
Tokyo,Shibuya Crossing,4.8,3,Summer,An architectural marvel offering stunning cityscapes.,-88.12469315743189,-139.42835813911643
Tokyo,Grand Palace,3.6,5,Spring & Summer,A top-rated destination attracting millions of visitors annually.,10.092232304224368,-110.30058611201073
Istanbul,Statue of Liberty,4.5,7,Summer,One of the most famous tourist attractions in the world.,18.982961488273176,-69.2509396919942
Paris,Hagia Sophia,3.7,4,Spring & Summer,A historic landmark with breathtaking views.,-73.80242967332157,7.113978428721595
Dubai,Marina Bay Sands,4.5,4,Spring & Summer,A historic landmark with breathtaking views.,-9.645163622139933,113.48073108290578
Istanbul,Shibuya Crossing,4.3,6,Winter,One of the most famous tourist attractions in the world.,-6.226107333553443,131.91089622937488
Rome,Burj Khalifa,3.9,6,Autumn,A must-visit site known for its cultural significance.,-63.231541633395906,-134.86688217503905
London,Big Ben,3.6,3,Autumn & Winter,A top-rated destination attracting millions of visitors annually.,-20.33047428363504,162.36731565246055
London,Sydney Opera House,4.6,4,Spring,A top-rated destination attracting millions of visitors annually.,-67.47094668142871,-149.7715469993166
New York,Hagia Sophia,4.4,2,Autumn,One of the most famous tourist attractions in the world.,35.587639397463974,107.264771079723
Rome,Burj Khalifa,4.9,7,Summer,A historic landmark with breathtaking views.,54.23568627518421,93.28573557499743
Singapore,Colosseum,4.3,2,Year-Round,An architectural marvel offering stunning cityscapes.,24.68370585101688,43.42870274808695
Sydney,Sydney Opera House,3.8,2,Winter,An architectural marvel offering stunning cityscapes.,88.70524538996739,-156.40764137571546
Bangkok,Hagia Sophia,4.3,5,Spring & Summer,A must-visit site known for its cultural significance.,-14.893533157042327,60.785472881469275
Sydney,Grand Palace,4.4,5,Autumn & Winter,A top-rated destination attracting millions of visitors annually.,-26.481992526831043,-77.49006101365443
Rome,Eiffel Tower,4.0,4,Autumn,A historic landmark with breathtaking views.,-57.235985107648034,-157.4656283767451
Istanbul,Hagia Sophia,3.7,2,Summer,An architectural marvel offering stunning cityscapes.,0.34559859290421,-47.24988934821275
Istanbul,Statue of Liberty,4.4,3,Spring,A must-visit site known for its cultural significance.,-48.304240894414136,82.44794116060024
Istanbul,Colosseum,4.2,2,Year-Round,A historic landmark with breathtaking views.,-7.273029283595875,-169.29397855163867
London,Big Ben,3.5,6,Spring,One of the most famous tourist attractions in the world.,-32.68308450438485,81.80777679438296
Rome,Hagia Sophia,4.0,2,Year-Round,A top-rated destination attracting millions of visitors annually.,-16.36931213688608,-77.07071605735024
Paris,Marina Bay Sands,5.0,5,Spring & Summer,An architectural marvel offering stunning cityscapes.,17.15241977559964,-170.42400766322376
London,Marina Bay Sands,3.9,2,Year-Round,A historic landmark with breathtaking views.,71.70979630939996,-64.26031506713642
Rome,Hagia Sophia,3.6,4,Autumn & Winter,A must-visit site known for its cultural significance.,53.70896739792755,132.20685813686447
Sydney,Shibuya Crossing,3.6,4,Spring,An architectural marvel offering stunning cityscapes.,89.21405951113337,122.31620472399567
New York,Grand Palace,4.7,5,Year-Round,A top-rated destination attracting millions of visitors annually.,6.129768488551562,-97.03412314299156
Paris,Shibuya Crossing,4.8,6,Autumn,A historic landmark with breathtaking views.,-63.3102112457745,11.482368216418251
Sydney,Statue of Liberty,4.2,7,Autumn & Winter,One of the most famous tourist attractions in the world.,-88.56932389670682,177.8698551214349
Paris,Marina Bay Sands,3.9,3,Spring & Summer,An architectural marvel offering stunning cityscapes.,37.63146476789366,154.57755847492115
Istanbul,Statue of Liberty,3.7,4,Year-Round,An architectural marvel offering stunning cityscapes.,-13.05759125532333,1.7864024136102614
New York,Hagia Sophia,4.1,2,Spring,A must-visit site known for its cultural significance.,51.680860362053465,-85.86303869828197
Dubai,Marina Bay Sands,3.8,7,Spring & Summer,One of the most famous tourist attractions in the world.,17.14074014059021,171.11746431271223
Sydney,Sydney Opera House,4.0,4,Spring,A must-visit site known for its cultural significance.,-58.19750145002109,37.327412257199626
Sydney,Big Ben,3.5,6,Summer,One of the most famous tourist attractions in the world.,-42.52069365608955,111.23619966263146
Dubai,Eiffel Tower,3.8,4,Summer,A top-rated destination attracting millions of visitors annually.,67.83540073101491,26.65622735661651
Bangkok,Grand Palace,4.7,4,Year-Round,A historic landmark with breathtaking views.,82.77020078783215,-139.7871401352375
Rome,Colosseum,4.9,2,Autumn & Winter,A historic landmark with breathtaking views.,7.506921546952398,75.67958268942061
Sydney,Marina Bay Sands,3.6,6,Autumn,A top-rated destination attracting millions of visitors annually.,-58.211057896035086,-107.64535392134192
Rome,Marina Bay Sands,3.7,3,Year-Round,A historic landmark with breathtaking views.,-35.63747955553775,-139.0469938549591
Sydney,Colosseum,4.9,1,Summer,An architectural marvel offering stunning cityscapes.,0.3425490722260065,131.38158748205126
