Country,State,City,Tourist Place,Address,Image URL,Reviews,Best Visiting Time,Best Visiting Days,Best Visiting Months,Nearby Attractions,Recommended Stay,Google Maps Link
USA,California,San Francisco,Historical Site in San Francisco,"229 Historical Site St, San Francisco, California, USA","https://source.unsplash.com/400x300/?HistoricalSite,SanFrancisco",4.7,Afternoon,Weekends,Autumn,Nearby Amusement Park,Hotel in San Francisco,"https://www.google.com/maps/search/Historical+Site+in+San+Francisco,San Francisco"
Australia,Queensland,Brisbane,Temple in Brisbane,"696 Temple St, Brisbane, Queensland, Australia","https://source.unsplash.com/400x300/?Temple,Brisbane",4.5,Afternoon,Weekends,Spring,Nearby Cultural Center,Resort in Brisbane,"https://www.google.com/maps/search/Temple+in+Brisbane,Brisbane"
France,Normandy,Caen,Waterfall in Caen,"315 Waterfall St, Caen, Normandy, France","https://source.unsplash.com/400x300/?Waterfall,Caen",3.5,Evening,Weekends,Spring,Nearby Theme Park,Hotel in Caen,"https://www.google.com/maps/search/Waterfall+in+Caen,Caen"
France,Provence-Alpes-Côte d'Azur,Marseille,Theme Park in Marseille,"587 Theme Park St, Marseille, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?ThemePark,Marseille",4.5,Afternoon,Weekdays,Summer,Nearby Botanical Garden,Resort in Marseille,"https://www.google.com/maps/search/Theme+Park+in+Marseille,Marseille"
France,Normandy,Caen,Historical Site in Caen,"269 Historical Site St, Caen, Normandy, France","https://source.unsplash.com/400x300/?HistoricalSite,Caen",4.0,Afternoon,Weekends,Summer,Nearby Cultural Center,Hotel in Caen,"https://www.google.com/maps/search/Historical+Site+in+Caen,Caen"
France,Provence-Alpes-Côte d'Azur,Nice,Wildlife Sanctuary in Nice,"39 Wildlife Sanctuary St, Nice, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?WildlifeSanctuary,Nice",4.6,Morning,Anytime,Spring,Nearby Historical Site,Hotel in Nice,"https://www.google.com/maps/search/Wildlife+Sanctuary+in+Nice,Nice"
India,Maharashtra,Pune,Cultural Center in Pune,"301 Cultural Center St, Pune, Maharashtra, India","https://source.unsplash.com/400x300/?CulturalCenter,Pune",3.6,Morning,Weekends,Winter,Nearby Mountain,Resort in Pune,"https://www.google.com/maps/search/Cultural+Center+in+Pune,Pune"
Japan,Osaka,Dotonbori,Cultural Center in Dotonbori,"730 Cultural Center St, Dotonbori, Osaka, Japan","https://source.unsplash.com/400x300/?CulturalCenter,Dotonbori",3.9,Evening,Anytime,Spring,Nearby Botanical Garden,Resort in Dotonbori,"https://www.google.com/maps/search/Cultural+Center+in+Dotonbori,Dotonbori"
USA,Texas,Houston,Mountain in Houston,"935 Mountain St, Houston, Texas, USA","https://source.unsplash.com/400x300/?Mountain,Houston",4.0,Evening,Anytime,Spring,Nearby Shopping Mall,Resort in Houston,"https://www.google.com/maps/search/Mountain+in+Houston,Houston"
France,Normandy,Rouen,Waterfall in Rouen,"48 Waterfall St, Rouen, Normandy, France","https://source.unsplash.com/400x300/?Waterfall,Rouen",4.4,Evening,Weekends,Winter,Nearby Theme Park,Hostel in Rouen,"https://www.google.com/maps/search/Waterfall+in+Rouen,Rouen"
India,Kerala,Munnar,Historical Site in Munnar,"583 Historical Site St, Munnar, Kerala, India","https://source.unsplash.com/400x300/?HistoricalSite,Munnar",4.1,Evening,Anytime,Summer,Nearby Historical Site,Hotel in Munnar,"https://www.google.com/maps/search/Historical+Site+in+Munnar,Munnar"
India,Rajasthan,Jaipur,Wildlife Sanctuary in Jaipur,"496 Wildlife Sanctuary St, Jaipur, Rajasthan, India","https://source.unsplash.com/400x300/?WildlifeSanctuary,Jaipur",4.9,Evening,Weekdays,Summer,Nearby Temple,Hotel in Jaipur,"https://www.google.com/maps/search/Wildlife+Sanctuary+in+Jaipur,Jaipur"
USA,Texas,Austin,Wildlife Sanctuary in Austin,"703 Wildlife Sanctuary St, Austin, Texas, USA","https://source.unsplash.com/400x300/?WildlifeSanctuary,Austin",3.8,Evening,Anytime,Summer,Nearby Museum,Hotel in Austin,"https://www.google.com/maps/search/Wildlife+Sanctuary+in+Austin,Austin"
Japan,Osaka,Dotonbori,Wildlife Sanctuary in Dotonbori,"478 Wildlife Sanctuary St, Dotonbori, Osaka, Japan","https://source.unsplash.com/400x300/?WildlifeSanctuary,Dotonbori",4.7,Morning,Anytime,Winter,Nearby Amusement Park,Hotel in Dotonbori,"https://www.google.com/maps/search/Wildlife+Sanctuary+in+Dotonbori,Dotonbori"
France,Normandy,Rouen,Wildlife Sanctuary in Rouen,"165 Wildlife Sanctuary St, Rouen, Normandy, France","https://source.unsplash.com/400x300/?WildlifeSanctuary,Rouen",4.1,Evening,Anytime,Spring,Nearby Theme Park,Resort in Rouen,"https://www.google.com/maps/search/Wildlife+Sanctuary+in+Rouen,Rouen"
India,Rajasthan,Jodhpur,Historical Site in Jodhpur,"263 Historical Site St, Jodhpur, Rajasthan, India","https://source.unsplash.com/400x300/?HistoricalSite,Jodhpur",3.6,Evening,Weekends,Summer,Nearby Cultural Center,Hostel in Jodhpur,"https://www.google.com/maps/search/Historical+Site+in+Jodhpur,Jodhpur"
India,Kerala,Munnar,Cultural Center in Munnar,"48 Cultural Center St, Munnar, Kerala, India","https://source.unsplash.com/400x300/?CulturalCenter,Munnar",3.6,Evening,Weekends,Summer,Nearby Wildlife Sanctuary,Hotel in Munnar,"https://www.google.com/maps/search/Cultural+Center+in+Munnar,Munnar"
France,Normandy,Rouen,Zoo in Rouen,"238 Zoo St, Rouen, Normandy, France","https://source.unsplash.com/400x300/?Zoo,Rouen",4.6,Afternoon,Weekdays,Autumn,Nearby Zoo,Resort in Rouen,"https://www.google.com/maps/search/Zoo+in+Rouen,Rouen"
France,Provence-Alpes-Côte d'Azur,Nice,Shopping Mall in Nice,"865 Shopping Mall St, Nice, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?ShoppingMall,Nice",4.4,Evening,Anytime,Spring,Nearby Temple,Resort in Nice,"https://www.google.com/maps/search/Shopping+Mall+in+Nice,Nice"
India,Rajasthan,Udaipur,Aquarium in Udaipur,"16 Aquarium St, Udaipur, Rajasthan, India","https://source.unsplash.com/400x300/?Aquarium,Udaipur",4.3,Evening,Anytime,Spring,Nearby Theme Park,Hostel in Udaipur,"https://www.google.com/maps/search/Aquarium+in+Udaipur,Udaipur"
USA,New York,New York City,Waterfall in New York City,"777 Waterfall St, New York City, New York, USA","https://source.unsplash.com/400x300/?Waterfall,NewYorkCity",4.6,Afternoon,Weekends,Summer,Nearby Aquarium,Resort in New York City,"https://www.google.com/maps/search/Waterfall+in+New+York+City,New York City"
USA,Florida,Tampa,Botanical Garden in Tampa,"17 Botanical Garden St, Tampa, Florida, USA","https://source.unsplash.com/400x300/?BotanicalGarden,Tampa",4.5,Morning,Weekends,Spring,Nearby Historical Site,Hotel in Tampa,"https://www.google.com/maps/search/Botanical+Garden+in+Tampa,Tampa"
Japan,Osaka,Namba,Beach in Namba,"311 Beach St, Namba, Osaka, Japan","https://source.unsplash.com/400x300/?Beach,Namba",4.2,Afternoon,Weekends,Spring,Nearby Historical Site,Resort in Namba,"https://www.google.com/maps/search/Beach+in+Namba,Namba"
Japan,Hokkaido,Hakodate,Cultural Center in Hakodate,"251 Cultural Center St, Hakodate, Hokkaido, Japan","https://source.unsplash.com/400x300/?CulturalCenter,Hakodate",4.0,Afternoon,Weekends,Summer,Nearby Aquarium,Hotel in Hakodate,"https://www.google.com/maps/search/Cultural+Center+in+Hakodate,Hakodate"
India,Tamil Nadu,Madurai,Amusement Park in Madurai,"968 Amusement Park St, Madurai, Tamil Nadu, India","https://source.unsplash.com/400x300/?AmusementPark,Madurai",4.2,Evening,Weekdays,Spring,Nearby Museum,Hotel in Madurai,"https://www.google.com/maps/search/Amusement+Park+in+Madurai,Madurai"
India,Maharashtra,Mumbai,Waterfall in Mumbai,"465 Waterfall St, Mumbai, Maharashtra, India","https://source.unsplash.com/400x300/?Waterfall,Mumbai",3.9,Morning,Weekends,Spring,Nearby Amusement Park,Resort in Mumbai,"https://www.google.com/maps/search/Waterfall+in+Mumbai,Mumbai"
France,Normandy,Caen,Beach in Caen,"96 Beach St, Caen, Normandy, France","https://source.unsplash.com/400x300/?Beach,Caen",4.7,Morning,Weekdays,Summer,Nearby Botanical Garden,Resort in Caen,"https://www.google.com/maps/search/Beach+in+Caen,Caen"
France,Île-de-France,Versailles,Mountain in Versailles,"978 Mountain St, Versailles, Île-de-France, France","https://source.unsplash.com/400x300/?Mountain,Versailles",4.5,Morning,Weekdays,Spring,Nearby Historical Site,Hotel in Versailles,"https://www.google.com/maps/search/Mountain+in+Versailles,Versailles"
Australia,Victoria,Melbourne,Amusement Park in Melbourne,"9 Amusement Park St, Melbourne, Victoria, Australia","https://source.unsplash.com/400x300/?AmusementPark,Melbourne",4.0,Afternoon,Weekends,Autumn,Nearby Waterfall,Hostel in Melbourne,"https://www.google.com/maps/search/Amusement+Park+in+Melbourne,Melbourne"
USA,Florida,Orlando,Temple in Orlando,"371 Temple St, Orlando, Florida, USA","https://source.unsplash.com/400x300/?Temple,Orlando",4.8,Morning,Weekdays,Winter,Nearby Shopping Mall,Resort in Orlando,"https://www.google.com/maps/search/Temple+in+Orlando,Orlando"
USA,Florida,Miami,Amusement Park in Miami,"264 Amusement Park St, Miami, Florida, USA","https://source.unsplash.com/400x300/?AmusementPark,Miami",4.9,Morning,Weekdays,Spring,Nearby Waterfall,Resort in Miami,"https://www.google.com/maps/search/Amusement+Park+in+Miami,Miami"
France,Normandy,Rouen,Waterfall in Rouen,"370 Waterfall St, Rouen, Normandy, France","https://source.unsplash.com/400x300/?Waterfall,Rouen",4.2,Morning,Weekdays,Autumn,Nearby Theme Park,Resort in Rouen,"https://www.google.com/maps/search/Waterfall+in+Rouen,Rouen"
Australia,Victoria,Melbourne,Waterfall in Melbourne,"402 Waterfall St, Melbourne, Victoria, Australia","https://source.unsplash.com/400x300/?Waterfall,Melbourne",3.7,Afternoon,Anytime,Autumn,Nearby Wildlife Sanctuary,Hotel in Melbourne,"https://www.google.com/maps/search/Waterfall+in+Melbourne,Melbourne"
Australia,Queensland,Brisbane,Temple in Brisbane,"458 Temple St, Brisbane, Queensland, Australia","https://source.unsplash.com/400x300/?Temple,Brisbane",4.6,Afternoon,Weekdays,Autumn,Nearby Wildlife Sanctuary,Hostel in Brisbane,"https://www.google.com/maps/search/Temple+in+Brisbane,Brisbane"
India,Rajasthan,Udaipur,Botanical Garden in Udaipur,"331 Botanical Garden St, Udaipur, Rajasthan, India","https://source.unsplash.com/400x300/?BotanicalGarden,Udaipur",4.4,Morning,Anytime,Summer,Nearby Zoo,Hotel in Udaipur,"https://www.google.com/maps/search/Botanical+Garden+in+Udaipur,Udaipur"
France,Provence-Alpes-Côte d'Azur,Nice,Theme Park in Nice,"201 Theme Park St, Nice, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?ThemePark,Nice",4.3,Afternoon,Weekends,Summer,Nearby Botanical Garden,Hotel in Nice,"https://www.google.com/maps/search/Theme+Park+in+Nice,Nice"
Australia,New South Wales,Newcastle,Cultural Center in Newcastle,"942 Cultural Center St, Newcastle, New South Wales, Australia","https://source.unsplash.com/400x300/?CulturalCenter,Newcastle",4.8,Afternoon,Anytime,Autumn,Nearby Amusement Park,Resort in Newcastle,"https://www.google.com/maps/search/Cultural+Center+in+Newcastle,Newcastle"
Australia,New South Wales,Newcastle,Botanical Garden in Newcastle,"988 Botanical Garden St, Newcastle, New South Wales, Australia","https://source.unsplash.com/400x300/?BotanicalGarden,Newcastle",3.8,Afternoon,Anytime,Summer,Nearby Beach,Resort in Newcastle,"https://www.google.com/maps/search/Botanical+Garden+in+Newcastle,Newcastle"
USA,Florida,Miami,Temple in Miami,"788 Temple St, Miami, Florida, USA","https://source.unsplash.com/400x300/?Temple,Miami",5.0,Evening,Weekdays,Winter,Nearby Botanical Garden,Hotel in Miami,"https://www.google.com/maps/search/Temple+in+Miami,Miami"
Japan,Tokyo,Shibuya,Cultural Center in Shibuya,"748 Cultural Center St, Shibuya, Tokyo, Japan","https://source.unsplash.com/400x300/?CulturalCenter,Shibuya",3.5,Evening,Weekdays,Spring,Nearby Temple,Hostel in Shibuya,"https://www.google.com/maps/search/Cultural+Center+in+Shibuya,Shibuya"
Australia,New South Wales,Sydney,Temple in Sydney,"437 Temple St, Sydney, New South Wales, Australia","https://source.unsplash.com/400x300/?Temple,Sydney",4.0,Afternoon,Weekends,Winter,Nearby Shopping Mall,Hostel in Sydney,"https://www.google.com/maps/search/Temple+in+Sydney,Sydney"
India,Tamil Nadu,Chennai,Aquarium in Chennai,"92 Aquarium St, Chennai, Tamil Nadu, India","https://source.unsplash.com/400x300/?Aquarium,Chennai",4.2,Morning,Weekends,Autumn,Nearby Temple,Hotel in Chennai,"https://www.google.com/maps/search/Aquarium+in+Chennai,Chennai"
Japan,Tokyo,Shinjuku,Mountain in Shinjuku,"118 Mountain St, Shinjuku, Tokyo, Japan","https://source.unsplash.com/400x300/?Mountain,Shinjuku",4.7,Afternoon,Anytime,Winter,Nearby Theme Park,Hostel in Shinjuku,"https://www.google.com/maps/search/Mountain+in+Shinjuku,Shinjuku"
USA,New York,Rochester,Theme Park in Rochester,"601 Theme Park St, Rochester, New York, USA","https://source.unsplash.com/400x300/?ThemePark,Rochester",4.3,Afternoon,Weekdays,Winter,Nearby Cultural Center,Hostel in Rochester,"https://www.google.com/maps/search/Theme+Park+in+Rochester,Rochester"
France,Provence-Alpes-Côte d'Azur,Nice,Zoo in Nice,"394 Zoo St, Nice, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?Zoo,Nice",3.8,Morning,Weekends,Winter,Nearby Zoo,Resort in Nice,"https://www.google.com/maps/search/Zoo+in+Nice,Nice"
USA,Texas,Austin,Beach in Austin,"476 Beach St, Austin, Texas, USA","https://source.unsplash.com/400x300/?Beach,Austin",4.6,Evening,Weekdays,Autumn,Nearby Amusement Park,Resort in Austin,"https://www.google.com/maps/search/Beach+in+Austin,Austin"
Australia,New South Wales,Sydney,Waterfall in Sydney,"293 Waterfall St, Sydney, New South Wales, Australia","https://source.unsplash.com/400x300/?Waterfall,Sydney",3.7,Afternoon,Anytime,Spring,Nearby Museum,Hotel in Sydney,"https://www.google.com/maps/search/Waterfall+in+Sydney,Sydney"
France,Île-de-France,Versailles,Botanical Garden in Versailles,"188 Botanical Garden St, Versailles, Île-de-France, France","https://source.unsplash.com/400x300/?BotanicalGarden,Versailles",4.9,Morning,Weekends,Summer,Nearby Temple,Hostel in Versailles,"https://www.google.com/maps/search/Botanical+Garden+in+Versailles,Versailles"
France,Île-de-France,Paris,Aquarium in Paris,"209 Aquarium St, Paris, Île-de-France, France","https://source.unsplash.com/400x300/?Aquarium,Paris",4.2,Afternoon,Anytime,Summer,Nearby Aquarium,Hotel in Paris,"https://www.google.com/maps/search/Aquarium+in+Paris,Paris"
USA,Texas,Dallas,Aquarium in Dallas,"190 Aquarium St, Dallas, Texas, USA","https://source.unsplash.com/400x300/?Aquarium,Dallas",3.5,Evening,Weekends,Summer,Nearby Beach,Hotel in Dallas,"https://www.google.com/maps/search/Aquarium+in+Dallas,Dallas"
India,Tamil Nadu,Coimbatore,Wildlife Sanctuary in Coimbatore,"434 Wildlife Sanctuary St, Coimbatore, Tamil Nadu, India","https://source.unsplash.com/400x300/?WildlifeSanctuary,Coimbatore",4.7,Evening,Weekdays,Autumn,Nearby Aquarium,Resort in Coimbatore,"https://www.google.com/maps/search/Wildlife+Sanctuary+in+Coimbatore,Coimbatore"
Australia,New South Wales,Newcastle,Beach in Newcastle,"208 Beach St, Newcastle, New South Wales, Australia","https://source.unsplash.com/400x300/?Beach,Newcastle",3.7,Morning,Weekdays,Summer,Nearby Museum,Hostel in Newcastle,"https://www.google.com/maps/search/Beach+in+Newcastle,Newcastle"
India,Kerala,Kochi,Botanical Garden in Kochi,"15 Botanical Garden St, Kochi, Kerala, India","https://source.unsplash.com/400x300/?BotanicalGarden,Kochi",4.7,Afternoon,Anytime,Summer,Nearby Cultural Center,Hostel in Kochi,"https://www.google.com/maps/search/Botanical+Garden+in+Kochi,Kochi"
Australia,Victoria,Geelong,Historical Site in Geelong,"800 Historical Site St, Geelong, Victoria, Australia","https://source.unsplash.com/400x300/?HistoricalSite,Geelong",3.6,Afternoon,Anytime,Winter,Nearby Historical Site,Resort in Geelong,"https://www.google.com/maps/search/Historical+Site+in+Geelong,Geelong"
Australia,New South Wales,Newcastle,Cultural Center in Newcastle,"612 Cultural Center St, Newcastle, New South Wales, Australia","https://source.unsplash.com/400x300/?CulturalCenter,Newcastle",4.0,Evening,Weekdays,Autumn,Nearby Waterfall,Resort in Newcastle,"https://www.google.com/maps/search/Cultural+Center+in+Newcastle,Newcastle"
USA,Florida,Orlando,Cultural Center in Orlando,"523 Cultural Center St, Orlando, Florida, USA","https://source.unsplash.com/400x300/?CulturalCenter,Orlando",3.6,Afternoon,Anytime,Winter,Nearby Shopping Mall,Hostel in Orlando,"https://www.google.com/maps/search/Cultural+Center+in+Orlando,Orlando"
Japan,Hokkaido,Sapporo,Zoo in Sapporo,"863 Zoo St, Sapporo, Hokkaido, Japan","https://source.unsplash.com/400x300/?Zoo,Sapporo",4.2,Morning,Weekends,Summer,Nearby Amusement Park,Hotel in Sapporo,"https://www.google.com/maps/search/Zoo+in+Sapporo,Sapporo"
Japan,Hokkaido,Sapporo,Botanical Garden in Sapporo,"600 Botanical Garden St, Sapporo, Hokkaido, Japan","https://source.unsplash.com/400x300/?BotanicalGarden,Sapporo",3.9,Evening,Anytime,Spring,Nearby Cultural Center,Hostel in Sapporo,"https://www.google.com/maps/search/Botanical+Garden+in+Sapporo,Sapporo"
France,Île-de-France,Paris,Zoo in Paris,"6 Zoo St, Paris, Île-de-France, France","https://source.unsplash.com/400x300/?Zoo,Paris",4.8,Afternoon,Weekends,Summer,Nearby Aquarium,Hostel in Paris,"https://www.google.com/maps/search/Zoo+in+Paris,Paris"
USA,California,Los Angeles,Historical Site in Los Angeles,"71 Historical Site St, Los Angeles, California, USA","https://source.unsplash.com/400x300/?HistoricalSite,LosAngeles",4.4,Morning,Weekends,Winter,Nearby Botanical Garden,Hotel in Los Angeles,"https://www.google.com/maps/search/Historical+Site+in+Los+Angeles,Los Angeles"
Japan,Tokyo,Shibuya,Theme Park in Shibuya,"254 Theme Park St, Shibuya, Tokyo, Japan","https://source.unsplash.com/400x300/?ThemePark,Shibuya",3.9,Morning,Weekends,Spring,Nearby Zoo,Resort in Shibuya,"https://www.google.com/maps/search/Theme+Park+in+Shibuya,Shibuya"
India,Rajasthan,Jaipur,Botanical Garden in Jaipur,"268 Botanical Garden St, Jaipur, Rajasthan, India","https://source.unsplash.com/400x300/?BotanicalGarden,Jaipur",4.4,Evening,Anytime,Winter,Nearby Historical Site,Resort in Jaipur,"https://www.google.com/maps/search/Botanical+Garden+in+Jaipur,Jaipur"
India,Rajasthan,Jaipur,Temple in Jaipur,"844 Temple St, Jaipur, Rajasthan, India","https://source.unsplash.com/400x300/?Temple,Jaipur",4.2,Evening,Anytime,Spring,Nearby Beach,Resort in Jaipur,"https://www.google.com/maps/search/Temple+in+Jaipur,Jaipur"
Japan,Hokkaido,Sapporo,Shopping Mall in Sapporo,"357 Shopping Mall St, Sapporo, Hokkaido, Japan","https://source.unsplash.com/400x300/?ShoppingMall,Sapporo",4.5,Afternoon,Anytime,Spring,Nearby Wildlife Sanctuary,Hostel in Sapporo,"https://www.google.com/maps/search/Shopping+Mall+in+Sapporo,Sapporo"
